Source_Keyword,conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,waktu_tweet,step_1_case_folding,step_2_cleaning,step_3_token,step_4_norm,step_4_str,step_5_stemmed,step_6_final,Topic
PEMBERDAYAAN_SEKOLAH,1956000088175804489,Thu Aug 14 14:28:56 +0000 2025,0,Manfaat pajak terlihat nyata dari hilir ke hulu Dari pembangunan jalan sekolah sampai pemberdayaan UMKM semua ada peran pajak,1.9560000881758044e+18,,,in,,0.0,0.0,0.0,https://x.com/undefined/status/1956000088175804489,1.7011091839057756e+18,;;;;,2025-08-14 14:28:56,manfaat pajak terlihat nyata dari hilir ke hulu dari pembangunan jalan sekolah sampai pemberdayaan umkm semua ada peran pajak,manfaat pajak terlihat nyata dari hilir ke hulu dari pembangunan jalan sekolah sampai pemberdayaan umkm semua ada peran pajak,"['manfaat', 'pajak', 'terlihat', 'nyata', 'dari', 'hilir', 'ke', 'hulu', 'dari', 'pembangunan', 'jalan', 'sekolah', 'sampai', 'pemberdayaan', 'umkm', 'semua', 'ada', 'peran', 'pajak']","['manfaat', 'pajak', 'terlihat', 'nyata', 'dari', 'hilir', 'ke', 'hulu', 'dari', 'pembangunan', 'jalan', 'sekolah', 'sampai', 'pemberdayaan', 'umkm', 'semua', 'ada', 'peran', 'pajak']",manfaat pajak terlihat nyata dari hilir ke hulu dari pembangunan jalan sekolah sampai pemberdayaan umkm semua ada peran pajak,manfaat pajak lihat nyata dari hilir ke hulu dari bangun jalan sekolah sampai daya umkm semua ada peran pajak,manfaat pajak nyata hilir hulu bangun jalan sekolah daya umkm peran pajak,-1
PEMBANGUNAN_BERKELANJUTAN,1935627346599727261,Thu Jun 19 09:14:56 +0000 2025,2,10 Kampus Muhammadiyah &amp;;;;,,,,,,,,,,,,2025-06-19 09:14:56,10 kampus muhammadiyah &amp;;;;,kampus muhammadiyah,"['kampus', 'muhammadiyah']","['kampus', 'muhammadiyah']",kampus muhammadiyah,kampus muhammadiyah,kampus muhammadiyah,1
ANGGARAN_MAKAN_GRATIS,1970748787208475063,Wed Sep 24 07:15:00 +0000 2025,27,Realokasi Anggaran Makan Bergizi Gratis https://t.co/81OTnR50fp,1.9707487872084751e+18,,,in,,0.0,1.0,2.0,https://x.com/undefined/status/1970748787208475063,18129942.0,;;;;,2025-09-24 07:15:00,realokasi anggaran makan bergizi gratis https://t.co/81otnr50fp,realokasi anggaran makan bergizi gratis,"['realokasi', 'anggaran', 'makan', 'bergizi', 'gratis']","['realokasi', 'anggaran', 'makan', 'bergizi', 'gratis']",realokasi anggaran makan bergizi gratis,realokasi anggar makan gizi gratis,realokasi anggar makan gizi gratis,0
PROGRAM_MAKAN_GRATIS,1972288487589363864,Sun Sep 28 13:13:13 +0000 2025,0,BMA Papua Tengah Deklarasi Manfaat Koperasi Merah Putih dan Program Makan Bergizi Gratis di Nabire Baca selengkapnya di https://t.co/qIwyAKdk1O https://t.co/8ygQ2Q1NgZ #Nabire #PapuaTengah #BMAPapuaTengah #KoperasiMerahPutih #MakanBergiziGratis #ProgramNasional #PSN,1.972288487589364e+18,,,in,,0.0,0.0,0.0,https://x.com/undefined/status/1972288487589363864,1189741956.0,;;;;,2025-09-28 13:13:13,bma papua tengah deklarasi manfaat koperasi merah putih dan program makan bergizi gratis di nabire baca selengkapnya di https://t.co/qiwyakdk1o https://t.co/8ygq2q1ngz #nabire #papuatengah #bmapapuatengah #koperasimerahputih #makanbergizigratis #programnasional #psn,bma papua tengah deklarasi manfaat koperasi merah putih dan program makan bergizi gratis di nabire baca selengkapnya di,"['bma', 'papua', 'tengah', 'deklarasi', 'manfaat', 'koperasi', 'merah', 'putih', 'dan', 'program', 'makan', 'bergizi', 'gratis', 'di', 'nabire', 'baca', 'selengkapnya', 'di']","['bma', 'papua', 'tengah', 'deklarasi', 'manfaat', 'koperasi', 'merah', 'putih', 'dan', 'program', 'makan', 'bergizi', 'gratis', 'di', 'nabire', 'baca', 'selengkapnya', 'di']",bma papua tengah deklarasi manfaat koperasi merah putih dan program makan bergizi gratis di nabire baca selengkapnya di,bma papua tengah deklarasi manfaat koperasi merah putih dan program makan gizi gratis di nabire baca lengkap di,bma papua tengah deklarasi manfaat koperasi merah putih program makan gizi gratis nabire baca lengkap,0
GIZI_GRATIS,1972275623919075357,Sun Sep 28 12:22:06 +0000 2025,0,Pemerintah berupaya memperbaiki kualitas program makan bergizi gratis dengan memastikan menu yang disajikan sesuai standar gizi seimbang agar anak-anak mendapatkan asupan nutrisi yang menunjang pertumbuhan dan kesehatan #KomitmenPemerintahJagaMBG https://t.co/nwiEdkUhiA,1.9722756239190756e+18,,,in,,0.0,0.0,0.0,https://x.com/undefined/status/1972275623919075357,1.6110001780850975e+18,;;;;,2025-09-28 12:22:06,pemerintah berupaya memperbaiki kualitas program makan bergizi gratis dengan memastikan menu yang disajikan sesuai standar gizi seimbang agar anak-anak mendapatkan asupan nutrisi yang menunjang pertumbuhan dan kesehatan #komitmenpemerintahjagambg https://t.co/nwiedkuhia,pemerintah berupaya memperbaiki kualitas program makan bergizi gratis dengan memastikan menu yang disajikan sesuai standar gizi seimbang agar anak anak mendapatkan asupan nutrisi yang menunjang pertumbuhan dan kesehatan,"['pemerintah', 'berupaya', 'memperbaiki', 'kualitas', 'program', 'makan', 'bergizi', 'gratis', 'dengan', 'memastikan', 'menu', 'yang', 'disajikan', 'sesuai', 'standar', 'gizi', 'seimbang', 'agar', 'anak', 'anak', 'mendapatkan', 'asupan', 'nutrisi', 'yang', 'menunjang', 'pertumbuhan', 'dan', 'kesehatan']","['pemerintah', 'berupaya', 'memperbaiki', 'kualitas', 'program', 'makan', 'bergizi', 'gratis', 'dengan', 'memastikan', 'menu', 'yang', 'disajikan', 'sesuai', 'standar', 'gizi', 'seimbang', 'agar', 'anak', 'anak', 'mendapatkan', 'asupan', 'nutrisi', 'yang', 'menunjang', 'pertumbuhan', 'dan', 'kesehatan']",pemerintah berupaya memperbaiki kualitas program makan bergizi gratis dengan memastikan menu yang disajikan sesuai standar gizi seimbang agar anak anak mendapatkan asupan nutrisi yang menunjang pertumbuhan dan kesehatan,perintah upaya baik kualitas program makan gizi gratis dengan pasti menu yang saji sesuai standar gizi imbang agar anak anak dapat asupan nutrisi yang tunjang tumbuh dan sehat,perintah upaya kualitas program makan gizi gratis menu saji sesuai standar gizi imbang anak anak asupan nutrisi tunjang tumbuh sehat,0
PEMBERDAYAAN_SEKOLAH,1971117898648502568,Fri Sep 26 00:16:27 +0000 2025,2,@BivitriS klo mo tetep MBG mending setor duit k masing2 kantin sekolah (klo gada kantin bs pake ibu2 PKK) . lbh kesasar tujuan pemberdayaan ekonominya k masyarakat bawah. drpd sekarang cuman jd proyek bancaan orang2 berduit.,1.971368230360056e+18,,BivitriS,in,,0.0,1.0,0.0,https://x.com/undefined/status/1971368230360056176,1.7499792084226703e+18,;;;;,2025-09-26 00:16:27,@bivitris klo mo tetep mbg mending setor duit k masing2 kantin sekolah (klo gada kantin bs pake ibu2 pkk) . lbh kesasar tujuan pemberdayaan ekonominya k masyarakat bawah. drpd sekarang cuman jd proyek bancaan orang2 berduit.,klo mo tetep mbg mending setor duit k masing kantin sekolah klo gada kantin bs pake ibu pkk lbh kesasar tujuan pemberdayaan ekonominya k masyarakat bawah drpd sekarang cuman jd proyek bancaan orang berduit,"['klo', 'mo', 'tetep', 'mbg', 'mending', 'setor', 'duit', 'k', 'masing', 'kantin', 'sekolah', 'klo', 'gada', 'kantin', 'bs', 'pake', 'ibu', 'pkk', 'lbh', 'kesasar', 'tujuan', 'pemberdayaan', 'ekonominya', 'k', 'masyarakat', 'bawah', 'drpd', 'sekarang', 'cuman', 'jd', 'proyek', 'bancaan', 'orang', 'berduit']","['kalo', 'mau', 'tetap', 'makan bergizi gratis', 'mending', 'setor', 'duit', 'ke', 'masing', 'kantin', 'sekolah', 'kalo', 'enggak ada', 'kantin', 'bisa', 'pakai', 'ibu', 'pakai', 'lebih', 'kesasar', 'tujuan', 'pemberdayaan', 'ekonominya', 'ke', 'masyarakat', 'bawah', 'daripada', 'sekarang', 'cuman', 'jadi', 'proyek', 'bancaan', 'orang', 'berduit']",kalo mau tetap makan bergizi gratis mending setor duit ke masing kantin sekolah kalo enggak ada kantin bisa pakai ibu pakai lebih kesasar tujuan pemberdayaan ekonominya ke masyarakat bawah daripada sekarang cuman jadi proyek bancaan orang berduit,kalo mau tetap makan gizi gratis mending setor duit ke masing kantin sekolah kalo enggak ada kantin bisa pakai ibu pakai lebih kesasar tuju daya ekonomi ke masyarakat bawah daripada sekarang cuman jadi proyek bancaan orang duit,tetap makan gizi gratis mending setor duit masing kantin sekolah kantin ibu kesasar tuju daya ekonomi masyarakat bawah sekarang cuman proyek bancaan duit,0
MBG,1972160002925404625,Sun Sep 28 23:30:39 +0000 2025,0,@PNS_Ababil @hrdbacot Nanti semua karyawan dimintain iuran MBG sama mbak2 yang nangis2 itu kedoknya main soal pahala lagi kaya yg udah2,1.9724438697292396e+18,,PNS_Ababil,in,,0.0,1.0,0.0,https://x.com/undefined/status/1972443869729239387,897012415.0,;;;;,2025-09-28 23:30:39,@pns_ababil @hrdbacot nanti semua karyawan dimintain iuran mbg sama mbak2 yang nangis2 itu kedoknya main soal pahala lagi kaya yg udah2,nanti semua karyawan dimintain iuran mbg sama mbak yang nangis itu kedoknya main soal pahala lagi kaya yg udah,"['nanti', 'semua', 'karyawan', 'dimintain', 'iuran', 'mbg', 'sama', 'mbak', 'yang', 'nangis', 'itu', 'kedoknya', 'main', 'soal', 'pahala', 'lagi', 'kaya', 'yg', 'udah']","['nanti', 'semua', 'karyawan', 'dimintain', 'iuran', 'makan bergizi gratis', 'sama', 'mbak', 'yang', 'menangis', 'itu', 'kedoknya', 'main', 'soal', 'pahala', 'lagi', 'kayak', 'yang', 'sudah']",nanti semua karyawan dimintain iuran makan bergizi gratis sama mbak yang menangis itu kedoknya main soal pahala lagi kayak yang sudah,nanti semua karyawan dimintain iur makan gizi gratis sama mbak yang menang itu kedok main soal pahala lagi kayak yang sudah,karyawan dimintain iur makan gizi gratis mbak menang kedok main pahala,0
MENU_MBG,1972275716067938749,Sun Sep 28 12:22:28 +0000 2025,0,Demi menjaga kesehatan generasi penerus pemerintah memastikan program makan bergizi gratis selalu menyajikan menu yang memenuhi standar gizi seimbang. #KomitmenPemerintahJagaMBG https://t.co/kmdVF9GWF7,1.9722757160679388e+18,,,in,,0.0,0.0,0.0,https://x.com/undefined/status/1972275716067938749,1.899765687955972e+18,;;;;,2025-09-28 12:22:28,demi menjaga kesehatan generasi penerus pemerintah memastikan program makan bergizi gratis selalu menyajikan menu yang memenuhi standar gizi seimbang. #komitmenpemerintahjagambg https://t.co/kmdvf9gwf7,demi menjaga kesehatan generasi penerus pemerintah memastikan program makan bergizi gratis selalu menyajikan menu yang memenuhi standar gizi seimbang,"['demi', 'menjaga', 'kesehatan', 'generasi', 'penerus', 'pemerintah', 'memastikan', 'program', 'makan', 'bergizi', 'gratis', 'selalu', 'menyajikan', 'menu', 'yang', 'memenuhi', 'standar', 'gizi', 'seimbang']","['demi', 'menjaga', 'kesehatan', 'generasi', 'penerus', 'pemerintah', 'memastikan', 'program', 'makan', 'bergizi', 'gratis', 'selalu', 'menyajikan', 'menu', 'yang', 'memenuhi', 'standar', 'gizi', 'seimbang']",demi menjaga kesehatan generasi penerus pemerintah memastikan program makan bergizi gratis selalu menyajikan menu yang memenuhi standar gizi seimbang,demi jaga sehat generasi terus perintah pasti program makan gizi gratis selalu saji menu yang penuh standar gizi imbang,jaga sehat generasi perintah program makan gizi gratis selalu saji menu penuh standar gizi imbang,0
MBG,1972443461539500250,Sun Sep 28 23:29:02 +0000 2025,0,Labour ini bener2 ngikutin kita. Dari MBG sampe filosofi just f-ing do it ,1.9724434615395003e+18,,,in,,0.0,2.0,0.0,https://x.com/undefined/status/1972443461539500250,76984137.0,;;;;,2025-09-28 23:29:02,labour ini bener2 ngikutin kita. dari mbg sampe filosofi just f-ing do it ,labour ini bener ngikutin kita dari mbg sampe filosofi just f ing do it,"['labour', 'ini', 'bener', 'ngikutin', 'kita', 'dari', 'mbg', 'sampe', 'filosofi', 'just', 'f', 'ing', 'do', 'it']","['labour', 'ini', 'benar', 'mengikuti', 'kita', 'dari', 'makan bergizi gratis', 'sampai', 'filosofi', 'just', 'f', 'ing', 'di', 'itu']",labour ini benar mengikuti kita dari makan bergizi gratis sampai filosofi just f ing di itu,labour ini benar ikut kita dari makan gizi gratis sampai filosofi just f ing di itu,labour ikut makan gizi gratis filosofi just ing,0
GIZI_SEIMBANG,1972267803685343358,Sun Sep 28 12:22:20 +0000 2025,0,@BosRQ_ Pemerintah memastikan kualitas gizi dalam MBG tidak hanya cukup tapi juga seimbang. #KomitmenPemerintahJagaMBG,1.972275683847234e+18,,BosRQ_,in,,0.0,0.0,0.0,https://x.com/undefined/status/1972275683847233962,2757731512.0,;;;;,2025-09-28 12:22:20,@bosrq_ pemerintah memastikan kualitas gizi dalam mbg tidak hanya cukup tapi juga seimbang. #komitmenpemerintahjagambg,pemerintah memastikan kualitas gizi dalam mbg tidak hanya cukup tapi juga seimbang,"['pemerintah', 'memastikan', 'kualitas', 'gizi', 'dalam', 'mbg', 'tidak', 'hanya', 'cukup', 'tapi', 'juga', 'seimbang']","['pemerintah', 'memastikan', 'kualitas', 'gizi', 'dalam', 'makan bergizi gratis', 'tidak', 'hanya', 'cukup', 'tapi', 'juga', 'seimbang']",pemerintah memastikan kualitas gizi dalam makan bergizi gratis tidak hanya cukup tapi juga seimbang,perintah pasti kualitas gizi dalam makan gizi gratis tidak hanya cukup tapi juga imbang,perintah kualitas gizi makan gizi gratis imbang,0
DANA_MAKAN_GRATIS,1971074662970130866,Thu Sep 25 04:49:55 +0000 2025,260,Tahun depan program Makan Bergizi Gratis (MBG) resmi dapat anggaran yang besar yaitu Rp335 triliun. Masalahnya anggaran jumbo itu diperoleh dari alokasi dana pendidikan sebesar Rp223 triliun yang dialihkan ke program prioritas pemerintah satu ini. Menurut Koordinator Jaringan https://t.co/3u7lM5lBT0,1.971074662970131e+18,https://pbs.twimg.com/media/G1qp9NibIAAelWO.jpg,,in,,22.0,11.0,150.0,https://x.com/undefined/status/1971074662970130866,1.162545299614663e+18,;;;;,2025-09-25 04:49:55,tahun depan program makan bergizi gratis (mbg) resmi dapat anggaran yang besar yaitu rp335 triliun. masalahnya anggaran jumbo itu diperoleh dari alokasi dana pendidikan sebesar rp223 triliun yang dialihkan ke program prioritas pemerintah satu ini. menurut koordinator jaringan https://t.co/3u7lm5lbt0,tahun depan program makan bergizi gratis mbg resmi dapat anggaran yang besar yaitu rp triliun masalahnya anggaran jumbo itu diperoleh dari alokasi dana pendidikan sebesar rp triliun yang dialihkan ke program prioritas pemerintah satu ini menurut koordinator jaringan,"['tahun', 'depan', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'resmi', 'dapat', 'anggaran', 'yang', 'besar', 'yaitu', 'rp', 'triliun', 'masalahnya', 'anggaran', 'jumbo', 'itu', 'diperoleh', 'dari', 'alokasi', 'dana', 'pendidikan', 'sebesar', 'rp', 'triliun', 'yang', 'dialihkan', 'ke', 'program', 'prioritas', 'pemerintah', 'satu', 'ini', 'menurut', 'koordinator', 'jaringan']","['tahun', 'depan', 'program', 'makan', 'bergizi', 'gratis', 'makan bergizi gratis', 'resmi', 'dapat', 'anggaran', 'yang', 'besar', 'yaitu', 'rp', 'triliun', 'masalahnya', 'anggaran', 'jumbo', 'itu', 'diperoleh', 'dari', 'alokasi', 'dana', 'pendidikan', 'sebesar', 'rp', 'triliun', 'yang', 'dialihkan', 'ke', 'program', 'prioritas', 'pemerintah', 'satu', 'ini', 'menurut', 'koordinator', 'jaringan']",tahun depan program makan bergizi gratis makan bergizi gratis resmi dapat anggaran yang besar yaitu rp triliun masalahnya anggaran jumbo itu diperoleh dari alokasi dana pendidikan sebesar rp triliun yang dialihkan ke program prioritas pemerintah satu ini menurut koordinator jaringan,tahun depan program makan gizi gratis makan gizi gratis resmi dapat anggar yang besar yaitu rp triliun masalah anggar jumbo itu oleh dari alokasi dana didik besar rp triliun yang alih ke program prioritas perintah satu ini turut koordinator jaring,tahun depan program makan gizi gratis makan gizi gratis resmi anggar besar triliun masalah anggar jumbo alokasi dana didik besar triliun alih program prioritas perintah satu turut koordinator jaring,0
ASUPAN,1926822155385192553,Mon May 26 02:06:16 +0000 2025,0,asupan gizi harian. Bubur kacang hijau dipilih karena mengandung nutrisi yang baik seperti protein nabati vitamin dan mineral yang bermanfaat untuk menjaga daya tahan tubuh serta meningkatkan kesehatan para warga binaan. Kepala Lapas Kelas III Mamasa Hastono menjelaskan,1.9268221630608596e+18,,LapasMamasa,in,,0.0,1.0,0.0,https://x.com/undefined/status/1926822163060859303,1.2270425932272026e+18,;;;;,2025-05-26 02:06:16,asupan gizi harian. bubur kacang hijau dipilih karena mengandung nutrisi yang baik seperti protein nabati vitamin dan mineral yang bermanfaat untuk menjaga daya tahan tubuh serta meningkatkan kesehatan para warga binaan. kepala lapas kelas iii mamasa hastono menjelaskan,asupan gizi harian bubur kacang hijau dipilih karena mengandung nutrisi yang baik seperti protein nabati vitamin dan mineral yang bermanfaat untuk menjaga daya tahan tubuh serta meningkatkan kesehatan para warga binaan kepala lapas kelas iii mamasa hastono menjelaskan,"['asupan', 'gizi', 'harian', 'bubur', 'kacang', 'hijau', 'dipilih', 'karena', 'mengandung', 'nutrisi', 'yang', 'baik', 'seperti', 'protein', 'nabati', 'vitamin', 'dan', 'mineral', 'yang', 'bermanfaat', 'untuk', 'menjaga', 'daya', 'tahan', 'tubuh', 'serta', 'meningkatkan', 'kesehatan', 'para', 'warga', 'binaan', 'kepala', 'lapas', 'kelas', 'iii', 'mamasa', 'hastono', 'menjelaskan']","['asupan', 'gizi', 'harian', 'bubur', 'kacang', 'hijau', 'dipilih', 'karena', 'mengandung', 'nutrisi', 'yang', 'baik', 'seperti', 'protein', 'nabati', 'vitamin', 'dan', 'mineral', 'yang', 'bermanfaat', 'untuk', 'menjaga', 'daya', 'tahan', 'tubuh', 'serta', 'meningkatkan', 'kesehatan', 'para', 'warga', 'binaan', 'kepala', 'lapas', 'kelas', 'iii', 'mamasa', 'hastono', 'menjelaskan']",asupan gizi harian bubur kacang hijau dipilih karena mengandung nutrisi yang baik seperti protein nabati vitamin dan mineral yang bermanfaat untuk menjaga daya tahan tubuh serta meningkatkan kesehatan para warga binaan kepala lapas kelas iii mamasa hastono menjelaskan,asupan gizi hari bubur kacang hijau pilih karena kandung nutrisi yang baik seperti protein nabati vitamin dan mineral yang manfaat untuk jaga daya tahan tubuh serta tingkat sehat para warga bina kepala lapas kelas iii mamasa hastono jelas,asupan gizi bubur kacang hijau pilih kandung nutrisi protein nabati vitamin mineral manfaat jaga daya tahan tubuh tingkat sehat warga bina kepala lapas kelas iii mamasa hastono jelas,5
SATUAN_PELAYANAN_PEMENIHAN_GIZI,1971165227883569394,Thu Sep 25 10:49:47 +0000 2025,12,Wakil Kepala Badan Gizi Nasional (BGN) Nanik S. Deyang mengatakan verifikator Satuan Pelayanan Pemenuhan Gizi (SPPG) banyak diburu oleh para mitra yang tak lolos verifikasi. | #BGN #SPPG https://t.co/CFcYej6M7W,1.9711652278835692e+18,,,in,,2.0,13.0,5.0,https://x.com/undefined/status/1971165227883569394,23343960.0,;;;;,2025-09-25 10:49:47,wakil kepala badan gizi nasional (bgn) nanik s. deyang mengatakan verifikator satuan pelayanan pemenuhan gizi (sppg) banyak diburu oleh para mitra yang tak lolos verifikasi. | #bgn #sppg https://t.co/cfcyej6m7w,wakil kepala badan gizi nasional bgn nanik s deyang mengatakan verifikator satuan pelayanan pemenuhan gizi sppg banyak diburu oleh para mitra yang tak lolos verifikasi,"['wakil', 'kepala', 'badan', 'gizi', 'nasional', 'bgn', 'nanik', 's', 'deyang', 'mengatakan', 'verifikator', 'satuan', 'pelayanan', 'pemenuhan', 'gizi', 'sppg', 'banyak', 'diburu', 'oleh', 'para', 'mitra', 'yang', 'tak', 'lolos', 'verifikasi']","['wakil', 'kepala', 'badan', 'gizi', 'nasional', 'badan gizi nasional', 'nanik', 'si', 'deyang', 'mengatakan', 'verifikator', 'satuan', 'pelayanan', 'pemenuhan', 'gizi', 'satuan pelayanan pemenuhan gizi', 'banyak', 'diburu', 'oleh', 'para', 'mitra', 'yang', 'tak', 'lolos', 'verifikasi']",wakil kepala badan gizi nasional badan gizi nasional nanik si deyang mengatakan verifikator satuan pelayanan pemenuhan gizi satuan pelayanan pemenuhan gizi banyak diburu oleh para mitra yang tak lolos verifikasi,wakil kepala badan gizi nasional badan gizi nasional nanik si deyang kata verifikator satu layan penuh gizi satu layan penuh gizi banyak buru oleh para mitra yang tak lolos verifikasi,wakil kepala badan gizi nasional badan gizi nasional nanik deyang kata verifikator satu layan penuh gizi satu layan penuh gizi buru mitra lolos verifikasi,0
DANA_MAKAN_GRATIS,1969772007794553293,Mon Sep 22 11:11:07 +0000 2025,0,@rzkirdha Ayo korupsi dana makan siang gratis,1.9700834317082583e+18,,rzkirdha,in,,0.0,0.0,0.0,https://x.com/undefined/status/1970083431708258325,77729542.0,;;;;,2025-09-22 11:11:07,@rzkirdha ayo korupsi dana makan siang gratis,ayo korupsi dana makan siang gratis,"['ayo', 'korupsi', 'dana', 'makan', 'siang', 'gratis']","['ayo', 'korupsi', 'dana', 'makan', 'siang', 'gratis']",ayo korupsi dana makan siang gratis,ayo korupsi dana makan siang gratis,ayo korupsi dana makan siang gratis,0
GIZI_GRATIS,1972284213195161898,Sun Sep 28 12:56:14 +0000 2025,0,Setiap menu makan bergizi gratis dipastikan sesuai standar gizi seimbang untuk menunjang masa depan generasi bangsa. #KomitmenPemerintahJagaMBG,1.9722842131951616e+18,,,in,,0.0,0.0,0.0,https://x.com/undefined/status/1972284213195161898,1.9516578758537216e+18,;;;;,2025-09-28 12:56:14,setiap menu makan bergizi gratis dipastikan sesuai standar gizi seimbang untuk menunjang masa depan generasi bangsa. #komitmenpemerintahjagambg,setiap menu makan bergizi gratis dipastikan sesuai standar gizi seimbang untuk menunjang masa depan generasi bangsa,"['setiap', 'menu', 'makan', 'bergizi', 'gratis', 'dipastikan', 'sesuai', 'standar', 'gizi', 'seimbang', 'untuk', 'menunjang', 'masa', 'depan', 'generasi', 'bangsa']","['setiap', 'menu', 'makan', 'bergizi', 'gratis', 'dipastikan', 'sesuai', 'standar', 'gizi', 'seimbang', 'untuk', 'menunjang', 'masa', 'depan', 'generasi', 'bangsa']",setiap menu makan bergizi gratis dipastikan sesuai standar gizi seimbang untuk menunjang masa depan generasi bangsa,tiap menu makan gizi gratis pasti sesuai standar gizi imbang untuk tunjang masa depan generasi bangsa,menu makan gizi gratis sesuai standar gizi imbang tunjang masa depan generasi bangsa,0
MAKANAN_SEHAT_GRATIS,1970327235706929586,Tue Sep 23 03:19:54 +0000 2025,0,Jangan biarkan semangat program ini berhenti saat makanan habis. Lanjutkan dengan pola hidup sehat. Makan bergizi gratis berdampak besar bagi anak bangsa. https://t.co/Zw56wLFy1p,1.9703272357069297e+18,,,in,,0.0,0.0,0.0,https://x.com/undefined/status/1970327235706929586,1.923613585575641e+18,;;;;,2025-09-23 03:19:54,jangan biarkan semangat program ini berhenti saat makanan habis. lanjutkan dengan pola hidup sehat. makan bergizi gratis berdampak besar bagi anak bangsa. https://t.co/zw56wlfy1p,jangan biarkan semangat program ini berhenti saat makanan habis lanjutkan dengan pola hidup sehat makan bergizi gratis berdampak besar bagi anak bangsa,"['jangan', 'biarkan', 'semangat', 'program', 'ini', 'berhenti', 'saat', 'makanan', 'habis', 'lanjutkan', 'dengan', 'pola', 'hidup', 'sehat', 'makan', 'bergizi', 'gratis', 'berdampak', 'besar', 'bagi', 'anak', 'bangsa']","['jangan', 'biarkan', 'semangat', 'program', 'ini', 'berhenti', 'saat', 'makanan', 'habis', 'lanjutkan', 'dengan', 'pola', 'hidup', 'sehat', 'makan', 'bergizi', 'gratis', 'berdampak', 'besar', 'bagi', 'anak', 'bangsa']",jangan biarkan semangat program ini berhenti saat makanan habis lanjutkan dengan pola hidup sehat makan bergizi gratis berdampak besar bagi anak bangsa,jangan biar semangat program ini henti saat makan habis lanjut dengan pola hidup sehat makan gizi gratis dampak besar bagi anak bangsa,jangan semangat program henti makan habis lanjut pola hidup sehat makan gizi gratis dampak besar anak bangsa,-1
KERACUNAN_MBG,1972426400654057726,Sun Sep 28 22:21:14 +0000 2025,0,Pemerintah menetapkan prosedur ketat bagi mitra dapur di program makan bergizi gratis alias MBG setelah banjir kasus keracunan. #Ekonomi #AdadiKompas https://t.co/DJEaPLWXhQ,1.9724264006540575e+18,,,in,,0.0,0.0,0.0,https://x.com/undefined/status/1972426400654057726,155456716.0,;;;;,2025-09-28 22:21:14,pemerintah menetapkan prosedur ketat bagi mitra dapur di program makan bergizi gratis alias mbg setelah banjir kasus keracunan. #ekonomi #adadikompas https://t.co/djeaplwxhq,pemerintah menetapkan prosedur ketat bagi mitra dapur di program makan bergizi gratis alias mbg setelah banjir kasus keracunan,"['pemerintah', 'menetapkan', 'prosedur', 'ketat', 'bagi', 'mitra', 'dapur', 'di', 'program', 'makan', 'bergizi', 'gratis', 'alias', 'mbg', 'setelah', 'banjir', 'kasus', 'keracunan']","['pemerintah', 'menetapkan', 'prosedur', 'ketat', 'bagi', 'mitra', 'dapur', 'di', 'program', 'makan', 'bergizi', 'gratis', 'alias', 'makan bergizi gratis', 'setelah', 'banjir', 'kasus', 'keracunan']",pemerintah menetapkan prosedur ketat bagi mitra dapur di program makan bergizi gratis alias makan bergizi gratis setelah banjir kasus keracunan,perintah tetap prosedur ketat bagi mitra dapur di program makan gizi gratis alias makan gizi gratis telah banjir kasus racun,perintah tetap prosedur ketat mitra dapur program makan gizi gratis alias makan gizi gratis banjir kasus racun,0
